step,gaussian_node,categorical_node,input_raw,input,index,used_
7,2,3,2,Crooks,743,TRUE
8,2,3,2,Crooks,744,TRUE
9,2,3,2,Crooks,745,TRUE
10,2,3,2,Crooks,746,TRUE
11,2,3,2,Crooks,747,TRUE
12,2,3,2,Crooks,748,TRUE
13,2,3,2,Crooks,749,TRUE
14,2,3,2,Crooks,750,TRUE
15,2,3,2,Crooks,751,TRUE
0,3,3,2,Crooks,752,TRUE
1,3,3,2,Crooks,753,TRUE
2,3,3,2,Crooks,754,TRUE
3,3,3,2,Crooks,755,TRUE
4,3,3,2,Crooks,756,TRUE
5,3,3,2,Crooks,757,TRUE
6,3,3,2,Crooks,758,TRUE
7,3,3,2,Crooks,759,TRUE
8,3,3,2,Crooks,760,TRUE
9,3,3,2,Crooks,761,TRUE
10,3,3,2,Crooks,762,TRUE
11,3,3,2,Crooks,763,TRUE
12,3,3,2,Crooks,764,TRUE
13,3,3,2,Crooks,765,TRUE
14,3,3,2,Crooks,766,TRUE
15,3,3,2,Crooks,767,TRUE
0,0,0,3,DH5a,768,TRUE
1,0,0,3,DH5a,769,TRUE
2,0,0,3,DH5a,770,TRUE
3,0,0,3,DH5a,771,TRUE
4,0,0,3,DH5a,772,TRUE
5,0,0,3,DH5a,773,TRUE
6,0,0,3,DH5a,774,TRUE
7,0,0,3,DH5a,775,TRUE
8,0,0,3,DH5a,776,TRUE
9,0,0,3,DH5a,777,TRUE
10,0,0,3,DH5a,778,TRUE
11,0,0,3,DH5a,779,TRUE
12,0,0,3,DH5a,780,TRUE
13,0,0,3,DH5a,781,TRUE
14,0,0,3,DH5a,782,TRUE
15,0,0,3,DH5a,783,TRUE
0,1,0,3,DH5a,784,TRUE
1,1,0,3,DH5a,785,TRUE
2,1,0,3,DH5a,786,TRUE
3,1,0,3,DH5a,787,TRUE
4,1,0,3,DH5a,788,TRUE
5,1,0,3,DH5a,789,TRUE
6,1,0,3,DH5a,790,TRUE
7,1,0,3,DH5a,791,TRUE
8,1,0,3,DH5a,792,TRUE
9,1,0,3,DH5a,793,TRUE
10,1,0,3,DH5a,794,TRUE
11,1,0,3,DH5a,795,TRUE
12,1,0,3,DH5a,796,TRUE
13,1,0,3,DH5a,797,TRUE
14,1,0,3,DH5a,798,TRUE
15,1,0,3,DH5a,799,TRUE
0,2,0,3,DH5a,800,TRUE
1,2,0,3,DH5a,801,TRUE
2,2,0,3,DH5a,802,TRUE
3,2,0,3,DH5a,803,TRUE
4,2,0,3,DH5a,804,TRUE
5,2,0,3,DH5a,805,TRUE
6,2,0,3,DH5a,806,TRUE
7,2,0,3,DH5a,807,TRUE
8,2,0,3,DH5a,808,TRUE
9,2,0,3,DH5a,809,TRUE
10,2,0,3,DH5a,810,TRUE
11,2,0,3,DH5a,811,TRUE
12,2,0,3,DH5a,812,TRUE
13,2,0,3,DH5a,813,TRUE
14,2,0,3,DH5a,814,TRUE
15,2,0,3,DH5a,815,TRUE
0,3,0,3,DH5a,816,TRUE
1,3,0,3,DH5a,817,TRUE
2,3,0,3,DH5a,818,TRUE
3,3,0,3,DH5a,819,TRUE
4,3,0,3,DH5a,820,TRUE
5,3,0,3,DH5a,821,TRUE
6,3,0,3,DH5a,822,TRUE
7,3,0,3,DH5a,823,TRUE
8,3,0,3,DH5a,824,TRUE
9,3,0,3,DH5a,825,TRUE
10,3,0,3,DH5a,826,TRUE
11,3,0,3,DH5a,827,TRUE
12,3,0,3,DH5a,828,TRUE
13,3,0,3,DH5a,829,TRUE
14,3,0,3,DH5a,830,TRUE
15,3,0,3,DH5a,831,TRUE
0,0,1,3,DH5a,832,TRUE
1,0,1,3,DH5a,833,TRUE
2,0,1,3,DH5a,834,TRUE
3,0,1,3,DH5a,835,TRUE
4,0,1,3,DH5a,836,TRUE
5,0,1,3,DH5a,837,TRUE
6,0,1,3,DH5a,838,TRUE
7,0,1,3,DH5a,839,TRUE
8,0,1,3,DH5a,840,TRUE
9,0,1,3,DH5a,841,TRUE
10,0,1,3,DH5a,842,TRUE
11,0,1,3,DH5a,843,TRUE
12,0,1,3,DH5a,844,TRUE
13,0,1,3,DH5a,845,TRUE
14,0,1,3,DH5a,846,TRUE
15,0,1,3,DH5a,847,TRUE
0,1,1,3,DH5a,848,TRUE
1,1,1,3,DH5a,849,TRUE
2,1,1,3,DH5a,850,TRUE
3,1,1,3,DH5a,851,TRUE
4,1,1,3,DH5a,852,TRUE
5,1,1,3,DH5a,853,TRUE
6,1,1,3,DH5a,854,TRUE
7,1,1,3,DH5a,855,TRUE
8,1,1,3,DH5a,856,TRUE
9,1,1,3,DH5a,857,TRUE
10,1,1,3,DH5a,858,TRUE
11,1,1,3,DH5a,859,TRUE
12,1,1,3,DH5a,860,TRUE
13,1,1,3,DH5a,861,TRUE
14,1,1,3,DH5a,862,TRUE
15,1,1,3,DH5a,863,TRUE
0,2,1,3,DH5a,864,TRUE
1,2,1,3,DH5a,865,TRUE
2,2,1,3,DH5a,866,TRUE
3,2,1,3,DH5a,867,TRUE
4,2,1,3,DH5a,868,TRUE
5,2,1,3,DH5a,869,TRUE
6,2,1,3,DH5a,870,TRUE
7,2,1,3,DH5a,871,TRUE
8,2,1,3,DH5a,872,TRUE
9,2,1,3,DH5a,873,TRUE
10,2,1,3,DH5a,874,TRUE
11,2,1,3,DH5a,875,TRUE
12,2,1,3,DH5a,876,TRUE
13,2,1,3,DH5a,877,TRUE
14,2,1,3,DH5a,878,TRUE
15,2,1,3,DH5a,879,TRUE
0,3,1,3,DH5a,880,TRUE
1,3,1,3,DH5a,881,TRUE
2,3,1,3,DH5a,882,TRUE
3,3,1,3,DH5a,883,TRUE
4,3,1,3,DH5a,884,TRUE
5,3,1,3,DH5a,885,TRUE
6,3,1,3,DH5a,886,TRUE
7,3,1,3,DH5a,887,TRUE
8,3,1,3,DH5a,888,TRUE
9,3,1,3,DH5a,889,TRUE
10,3,1,3,DH5a,890,TRUE
11,3,1,3,DH5a,891,TRUE
12,3,1,3,DH5a,892,TRUE
13,3,1,3,DH5a,893,TRUE
14,3,1,3,DH5a,894,TRUE
15,3,1,3,DH5a,895,TRUE
0,0,2,3,DH5a,896,TRUE
1,0,2,3,DH5a,897,TRUE
2,0,2,3,DH5a,898,TRUE
3,0,2,3,DH5a,899,TRUE
4,0,2,3,DH5a,900,TRUE
5,0,2,3,DH5a,901,TRUE
6,0,2,3,DH5a,902,TRUE
7,0,2,3,DH5a,903,TRUE
8,0,2,3,DH5a,904,TRUE
9,0,2,3,DH5a,905,TRUE
10,0,2,3,DH5a,906,TRUE
11,0,2,3,DH5a,907,TRUE
12,0,2,3,DH5a,908,TRUE
13,0,2,3,DH5a,909,TRUE
14,0,2,3,DH5a,910,TRUE
15,0,2,3,DH5a,911,TRUE
0,1,2,3,DH5a,912,TRUE
1,1,2,3,DH5a,913,TRUE
2,1,2,3,DH5a,914,TRUE
3,1,2,3,DH5a,915,TRUE
4,1,2,3,DH5a,916,TRUE
5,1,2,3,DH5a,917,TRUE
6,1,2,3,DH5a,918,TRUE
7,1,2,3,DH5a,919,TRUE
8,1,2,3,DH5a,920,TRUE
9,1,2,3,DH5a,921,TRUE
10,1,2,3,DH5a,922,TRUE
11,1,2,3,DH5a,923,TRUE
12,1,2,3,DH5a,924,TRUE
13,1,2,3,DH5a,925,TRUE
14,1,2,3,DH5a,926,TRUE
15,1,2,3,DH5a,927,TRUE
0,2,2,3,DH5a,928,TRUE
1,2,2,3,DH5a,929,TRUE
2,2,2,3,DH5a,930,TRUE
3,2,2,3,DH5a,931,TRUE
4,2,2,3,DH5a,932,TRUE
5,2,2,3,DH5a,933,TRUE
6,2,2,3,DH5a,934,TRUE
7,2,2,3,DH5a,935,TRUE
8,2,2,3,DH5a,936,TRUE
9,2,2,3,DH5a,937,TRUE
10,2,2,3,DH5a,938,TRUE
11,2,2,3,DH5a,939,TRUE
12,2,2,3,DH5a,940,TRUE
13,2,2,3,DH5a,941,TRUE
14,2,2,3,DH5a,942,TRUE
15,2,2,3,DH5a,943,TRUE
0,3,2,3,DH5a,944,TRUE
1,3,2,3,DH5a,945,TRUE
2,3,2,3,DH5a,946,TRUE
3,3,2,3,DH5a,947,TRUE
4,3,2,3,DH5a,948,TRUE
5,3,2,3,DH5a,949,TRUE
6,3,2,3,DH5a,950,TRUE
7,3,2,3,DH5a,951,TRUE
8,3,2,3,DH5a,952,TRUE
9,3,2,3,DH5a,953,TRUE
10,3,2,3,DH5a,954,TRUE
11,3,2,3,DH5a,955,TRUE
12,3,2,3,DH5a,956,TRUE
13,3,2,3,DH5a,957,TRUE
14,3,2,3,DH5a,958,TRUE
15,3,2,3,DH5a,959,TRUE
0,0,3,3,DH5a,960,TRUE
1,0,3,3,DH5a,961,TRUE
2,0,3,3,DH5a,962,TRUE
3,0,3,3,DH5a,963,TRUE
4,0,3,3,DH5a,964,TRUE
5,0,3,3,DH5a,965,TRUE
6,0,3,3,DH5a,966,TRUE
7,0,3,3,DH5a,967,TRUE
8,0,3,3,DH5a,968,TRUE
9,0,3,3,DH5a,969,TRUE
10,0,3,3,DH5a,970,TRUE
11,0,3,3,DH5a,971,TRUE
12,0,3,3,DH5a,972,TRUE
13,0,3,3,DH5a,973,TRUE
14,0,3,3,DH5a,974,TRUE
15,0,3,3,DH5a,975,TRUE
0,1,3,3,DH5a,976,TRUE
1,1,3,3,DH5a,977,TRUE
2,1,3,3,DH5a,978,TRUE
3,1,3,3,DH5a,979,TRUE
4,1,3,3,DH5a,980,TRUE
5,1,3,3,DH5a,981,TRUE
6,1,3,3,DH5a,982,TRUE
7,1,3,3,DH5a,983,TRUE
8,1,3,3,DH5a,984,TRUE
9,1,3,3,DH5a,985,TRUE
10,1,3,3,DH5a,986,TRUE
11,1,3,3,DH5a,987,TRUE
12,1,3,3,DH5a,988,TRUE
13,1,3,3,DH5a,989,TRUE
14,1,3,3,DH5a,990,TRUE
15,1,3,3,DH5a,991,TRUE
0,2,3,3,DH5a,992,TRUE
1,2,3,3,DH5a,993,TRUE
2,2,3,3,DH5a,994,TRUE
3,2,3,3,DH5a,995,TRUE
4,2,3,3,DH5a,996,TRUE
5,2,3,3,DH5a,997,TRUE
6,2,3,3,DH5a,998,TRUE
7,2,3,3,DH5a,999,TRUE
8,2,3,3,DH5a,1000,TRUE
9,2,3,3,DH5a,1001,TRUE
10,2,3,3,DH5a,1002,TRUE
11,2,3,3,DH5a,1003,TRUE
12,2,3,3,DH5a,1004,TRUE
13,2,3,3,DH5a,1005,TRUE
14,2,3,3,DH5a,1006,TRUE
15,2,3,3,DH5a,1007,TRUE
0,3,3,3,DH5a,1008,TRUE
1,3,3,3,DH5a,1009,TRUE
2,3,3,3,DH5a,1010,TRUE
3,3,3,3,DH5a,1011,TRUE
4,3,3,3,DH5a,1012,TRUE
5,3,3,3,DH5a,1013,TRUE
6,3,3,3,DH5a,1014,TRUE
7,3,3,3,DH5a,1015,TRUE
8,3,3,3,DH5a,1016,TRUE
9,3,3,3,DH5a,1017,TRUE
10,3,3,3,DH5a,1018,TRUE
11,3,3,3,DH5a,1019,TRUE
12,3,3,3,DH5a,1020,TRUE
13,3,3,3,DH5a,1021,TRUE
14,3,3,3,DH5a,1022,TRUE
15,3,3,3,DH5a,1023,TRUE
0,0,0,4,MG1655,1024,TRUE
1,0,0,4,MG1655,1025,TRUE
2,0,0,4,MG1655,1026,TRUE
3,0,0,4,MG1655,1027,TRUE
4,0,0,4,MG1655,1028,TRUE
5,0,0,4,MG1655,1029,TRUE
6,0,0,4,MG1655,1030,TRUE
7,0,0,4,MG1655,1031,TRUE
8,0,0,4,MG1655,1032,TRUE
9,0,0,4,MG1655,1033,TRUE
10,0,0,4,MG1655,1034,TRUE
11,0,0,4,MG1655,1035,TRUE
12,0,0,4,MG1655,1036,TRUE
13,0,0,4,MG1655,1037,TRUE
14,0,0,4,MG1655,1038,TRUE
15,0,0,4,MG1655,1039,TRUE
0,1,0,4,MG1655,1040,TRUE
1,1,0,4,MG1655,1041,TRUE
2,1,0,4,MG1655,1042,TRUE
3,1,0,4,MG1655,1043,TRUE
4,1,0,4,MG1655,1044,TRUE
5,1,0,4,MG1655,1045,TRUE
6,1,0,4,MG1655,1046,TRUE
7,1,0,4,MG1655,1047,TRUE
8,1,0,4,MG1655,1048,TRUE
9,1,0,4,MG1655,1049,TRUE
10,1,0,4,MG1655,1050,TRUE
11,1,0,4,MG1655,1051,TRUE
12,1,0,4,MG1655,1052,TRUE
13,1,0,4,MG1655,1053,TRUE
14,1,0,4,MG1655,1054,TRUE
15,1,0,4,MG1655,1055,TRUE
0,2,0,4,MG1655,1056,TRUE
1,2,0,4,MG1655,1057,TRUE
2,2,0,4,MG1655,1058,TRUE
3,2,0,4,MG1655,1059,TRUE
4,2,0,4,MG1655,1060,TRUE
5,2,0,4,MG1655,1061,TRUE
6,2,0,4,MG1655,1062,TRUE
7,2,0,4,MG1655,1063,TRUE
8,2,0,4,MG1655,1064,TRUE
9,2,0,4,MG1655,1065,TRUE
10,2,0,4,MG1655,1066,TRUE
11,2,0,4,MG1655,1067,TRUE
12,2,0,4,MG1655,1068,TRUE
13,2,0,4,MG1655,1069,TRUE
14,2,0,4,MG1655,1070,TRUE
15,2,0,4,MG1655,1071,TRUE
0,3,0,4,MG1655,1072,TRUE
1,3,0,4,MG1655,1073,TRUE
2,3,0,4,MG1655,1074,TRUE
3,3,0,4,MG1655,1075,TRUE
4,3,0,4,MG1655,1076,TRUE
5,3,0,4,MG1655,1077,TRUE
6,3,0,4,MG1655,1078,TRUE
7,3,0,4,MG1655,1079,TRUE
8,3,0,4,MG1655,1080,TRUE
9,3,0,4,MG1655,1081,TRUE
10,3,0,4,MG1655,1082,TRUE
11,3,0,4,MG1655,1083,TRUE
12,3,0,4,MG1655,1084,TRUE
13,3,0,4,MG1655,1085,TRUE
14,3,0,4,MG1655,1086,TRUE
15,3,0,4,MG1655,1087,TRUE
0,0,1,4,MG1655,1088,TRUE
1,0,1,4,MG1655,1089,TRUE
2,0,1,4,MG1655,1090,TRUE
3,0,1,4,MG1655,1091,TRUE
4,0,1,4,MG1655,1092,TRUE
5,0,1,4,MG1655,1093,TRUE
6,0,1,4,MG1655,1094,TRUE
7,0,1,4,MG1655,1095,TRUE
8,0,1,4,MG1655,1096,TRUE
9,0,1,4,MG1655,1097,TRUE
10,0,1,4,MG1655,1098,TRUE
11,0,1,4,MG1655,1099,TRUE
12,0,1,4,MG1655,1100,TRUE
13,0,1,4,MG1655,1101,TRUE
14,0,1,4,MG1655,1102,TRUE
15,0,1,4,MG1655,1103,TRUE
0,1,1,4,MG1655,1104,TRUE
1,1,1,4,MG1655,1105,TRUE
2,1,1,4,MG1655,1106,TRUE
3,1,1,4,MG1655,1107,TRUE
4,1,1,4,MG1655,1108,TRUE
5,1,1,4,MG1655,1109,TRUE
6,1,1,4,MG1655,1110,TRUE
7,1,1,4,MG1655,1111,TRUE
8,1,1,4,MG1655,1112,TRUE
9,1,1,4,MG1655,1113,TRUE
10,1,1,4,MG1655,1114,TRUE
11,1,1,4,MG1655,1115,TRUE
12,1,1,4,MG1655,1116,TRUE
13,1,1,4,MG1655,1117,TRUE
14,1,1,4,MG1655,1118,TRUE
15,1,1,4,MG1655,1119,TRUE
0,2,1,4,MG1655,1120,TRUE
1,2,1,4,MG1655,1121,TRUE
2,2,1,4,MG1655,1122,TRUE
3,2,1,4,MG1655,1123,TRUE
4,2,1,4,MG1655,1124,TRUE
5,2,1,4,MG1655,1125,TRUE
6,2,1,4,MG1655,1126,TRUE
7,2,1,4,MG1655,1127,TRUE
8,2,1,4,MG1655,1128,TRUE
9,2,1,4,MG1655,1129,TRUE
10,2,1,4,MG1655,1130,TRUE
11,2,1,4,MG1655,1131,TRUE
12,2,1,4,MG1655,1132,TRUE
13,2,1,4,MG1655,1133,TRUE
14,2,1,4,MG1655,1134,TRUE
15,2,1,4,MG1655,1135,TRUE
0,3,1,4,MG1655,1136,TRUE
1,3,1,4,MG1655,1137,TRUE
2,3,1,4,MG1655,1138,TRUE
3,3,1,4,MG1655,1139,TRUE
4,3,1,4,MG1655,1140,TRUE
5,3,1,4,MG1655,1141,TRUE
6,3,1,4,MG1655,1142,TRUE
7,3,1,4,MG1655,1143,TRUE
8,3,1,4,MG1655,1144,TRUE
9,3,1,4,MG1655,1145,TRUE
10,3,1,4,MG1655,1146,TRUE
11,3,1,4,MG1655,1147,TRUE
12,3,1,4,MG1655,1148,TRUE
13,3,1,4,MG1655,1149,TRUE
14,3,1,4,MG1655,1150,TRUE
15,3,1,4,MG1655,1151,TRUE
0,0,2,4,MG1655,1152,TRUE
1,0,2,4,MG1655,1153,TRUE
2,0,2,4,MG1655,1154,TRUE
3,0,2,4,MG1655,1155,TRUE
4,0,2,4,MG1655,1156,TRUE
5,0,2,4,MG1655,1157,TRUE
6,0,2,4,MG1655,1158,TRUE
7,0,2,4,MG1655,1159,TRUE
8,0,2,4,MG1655,1160,TRUE
9,0,2,4,MG1655,1161,TRUE
10,0,2,4,MG1655,1162,TRUE
11,0,2,4,MG1655,1163,TRUE
12,0,2,4,MG1655,1164,TRUE
13,0,2,4,MG1655,1165,TRUE
14,0,2,4,MG1655,1166,TRUE
15,0,2,4,MG1655,1167,TRUE
0,1,2,4,MG1655,1168,TRUE
1,1,2,4,MG1655,1169,TRUE
2,1,2,4,MG1655,1170,TRUE
3,1,2,4,MG1655,1171,TRUE
4,1,2,4,MG1655,1172,TRUE
5,1,2,4,MG1655,1173,TRUE
6,1,2,4,MG1655,1174,TRUE
7,1,2,4,MG1655,1175,TRUE
8,1,2,4,MG1655,1176,TRUE
9,1,2,4,MG1655,1177,TRUE
10,1,2,4,MG1655,1178,TRUE
11,1,2,4,MG1655,1179,TRUE
12,1,2,4,MG1655,1180,TRUE
13,1,2,4,MG1655,1181,TRUE
14,1,2,4,MG1655,1182,TRUE
15,1,2,4,MG1655,1183,TRUE
0,2,2,4,MG1655,1184,TRUE
1,2,2,4,MG1655,1185,TRUE
2,2,2,4,MG1655,1186,TRUE
3,2,2,4,MG1655,1187,TRUE
4,2,2,4,MG1655,1188,TRUE
5,2,2,4,MG1655,1189,TRUE
6,2,2,4,MG1655,1190,TRUE
7,2,2,4,MG1655,1191,TRUE
8,2,2,4,MG1655,1192,TRUE
9,2,2,4,MG1655,1193,TRUE
10,2,2,4,MG1655,1194,TRUE
11,2,2,4,MG1655,1195,TRUE
12,2,2,4,MG1655,1196,TRUE
13,2,2,4,MG1655,1197,TRUE
14,2,2,4,MG1655,1198,TRUE
15,2,2,4,MG1655,1199,TRUE
0,3,2,4,MG1655,1200,TRUE
1,3,2,4,MG1655,1201,TRUE
2,3,2,4,MG1655,1202,TRUE
3,3,2,4,MG1655,1203,TRUE
4,3,2,4,MG1655,1204,TRUE
5,3,2,4,MG1655,1205,TRUE
6,3,2,4,MG1655,1206,TRUE
7,3,2,4,MG1655,1207,TRUE
8,3,2,4,MG1655,1208,TRUE
9,3,2,4,MG1655,1209,TRUE
10,3,2,4,MG1655,1210,TRUE
11,3,2,4,MG1655,1211,TRUE
12,3,2,4,MG1655,1212,TRUE
13,3,2,4,MG1655,1213,TRUE
14,3,2,4,MG1655,1214,TRUE
15,3,2,4,MG1655,1215,TRUE
0,0,3,4,MG1655,1216,TRUE
1,0,3,4,MG1655,1217,TRUE
2,0,3,4,MG1655,1218,TRUE
3,0,3,4,MG1655,1219,TRUE
4,0,3,4,MG1655,1220,TRUE
5,0,3,4,MG1655,1221,TRUE
6,0,3,4,MG1655,1222,TRUE
7,0,3,4,MG1655,1223,TRUE
8,0,3,4,MG1655,1224,TRUE
9,0,3,4,MG1655,1225,TRUE
10,0,3,4,MG1655,1226,TRUE
11,0,3,4,MG1655,1227,TRUE
12,0,3,4,MG1655,1228,TRUE
13,0,3,4,MG1655,1229,TRUE
14,0,3,4,MG1655,1230,TRUE
15,0,3,4,MG1655,1231,TRUE
0,1,3,4,MG1655,1232,TRUE
1,1,3,4,MG1655,1233,TRUE
2,1,3,4,MG1655,1234,TRUE
3,1,3,4,MG1655,1235,TRUE
4,1,3,4,MG1655,1236,TRUE
5,1,3,4,MG1655,1237,TRUE
6,1,3,4,MG1655,1238,TRUE
7,1,3,4,MG1655,1239,TRUE
8,1,3,4,MG1655,1240,TRUE
9,1,3,4,MG1655,1241,TRUE
10,1,3,4,MG1655,1242,TRUE
11,1,3,4,MG1655,1243,TRUE
12,1,3,4,MG1655,1244,TRUE
13,1,3,4,MG1655,1245,TRUE
14,1,3,4,MG1655,1246,TRUE
15,1,3,4,MG1655,1247,TRUE
0,2,3,4,MG1655,1248,TRUE
1,2,3,4,MG1655,1249,TRUE
2,2,3,4,MG1655,1250,TRUE
3,2,3,4,MG1655,1251,TRUE
4,2,3,4,MG1655,1252,TRUE
5,2,3,4,MG1655,1253,TRUE
6,2,3,4,MG1655,1254,TRUE
7,2,3,4,MG1655,1255,TRUE
8,2,3,4,MG1655,1256,TRUE
9,2,3,4,MG1655,1257,TRUE
10,2,3,4,MG1655,1258,TRUE
11,2,3,4,MG1655,1259,TRUE
12,2,3,4,MG1655,1260,TRUE
13,2,3,4,MG1655,1261,TRUE
14,2,3,4,MG1655,1262,TRUE
15,2,3,4,MG1655,1263,TRUE
0,3,3,4,MG1655,1264,TRUE
1,3,3,4,MG1655,1265,TRUE
2,3,3,4,MG1655,1266,TRUE
3,3,3,4,MG1655,1267,TRUE
4,3,3,4,MG1655,1268,TRUE
5,3,3,4,MG1655,1269,TRUE
6,3,3,4,MG1655,1270,TRUE
7,3,3,4,MG1655,1271,TRUE
8,3,3,4,MG1655,1272,TRUE
9,3,3,4,MG1655,1273,TRUE
10,3,3,4,MG1655,1274,TRUE
11,3,3,4,MG1655,1275,TRUE
12,3,3,4,MG1655,1276,TRUE
13,3,3,4,MG1655,1277,TRUE
14,3,3,4,MG1655,1278,TRUE
15,3,3,4,MG1655,1279,TRUE
0,0,0,5,W,1280,TRUE
1,0,0,5,W,1281,TRUE
2,0,0,5,W,1282,TRUE
3,0,0,5,W,1283,TRUE
4,0,0,5,W,1284,TRUE
5,0,0,5,W,1285,TRUE
6,0,0,5,W,1286,TRUE
7,0,0,5,W,1287,TRUE
8,0,0,5,W,1288,TRUE
9,0,0,5,W,1289,TRUE
10,0,0,5,W,1290,TRUE
11,0,0,5,W,1291,TRUE
12,0,0,5,W,1292,TRUE
13,0,0,5,W,1293,TRUE
14,0,0,5,W,1294,TRUE
15,0,0,5,W,1295,TRUE
0,1,0,5,W,1296,TRUE
1,1,0,5,W,1297,TRUE
2,1,0,5,W,1298,TRUE
3,1,0,5,W,1299,TRUE
4,1,0,5,W,1300,TRUE
5,1,0,5,W,1301,TRUE
6,1,0,5,W,1302,TRUE
7,1,0,5,W,1303,TRUE
8,1,0,5,W,1304,TRUE
9,1,0,5,W,1305,TRUE
10,1,0,5,W,1306,TRUE
11,1,0,5,W,1307,TRUE
12,1,0,5,W,1308,TRUE
13,1,0,5,W,1309,TRUE
14,1,0,5,W,1310,TRUE
15,1,0,5,W,1311,TRUE
0,2,0,5,W,1312,TRUE
1,2,0,5,W,1313,TRUE
2,2,0,5,W,1314,TRUE
3,2,0,5,W,1315,TRUE
4,2,0,5,W,1316,TRUE
5,2,0,5,W,1317,TRUE
6,2,0,5,W,1318,TRUE
7,2,0,5,W,1319,TRUE
8,2,0,5,W,1320,TRUE
9,2,0,5,W,1321,TRUE
10,2,0,5,W,1322,TRUE
11,2,0,5,W,1323,TRUE
12,2,0,5,W,1324,TRUE
13,2,0,5,W,1325,TRUE
14,2,0,5,W,1326,TRUE
15,2,0,5,W,1327,TRUE
0,3,0,5,W,1328,TRUE
1,3,0,5,W,1329,TRUE
2,3,0,5,W,1330,TRUE
3,3,0,5,W,1331,TRUE
4,3,0,5,W,1332,TRUE
5,3,0,5,W,1333,TRUE
6,3,0,5,W,1334,TRUE
7,3,0,5,W,1335,TRUE
8,3,0,5,W,1336,TRUE
9,3,0,5,W,1337,TRUE
10,3,0,5,W,1338,TRUE
11,3,0,5,W,1339,TRUE
12,3,0,5,W,1340,TRUE
13,3,0,5,W,1341,TRUE
14,3,0,5,W,1342,TRUE
15,3,0,5,W,1343,TRUE
0,0,1,5,W,1344,TRUE
1,0,1,5,W,1345,TRUE
2,0,1,5,W,1346,TRUE
3,0,1,5,W,1347,TRUE
4,0,1,5,W,1348,TRUE
5,0,1,5,W,1349,TRUE
6,0,1,5,W,1350,TRUE
7,0,1,5,W,1351,TRUE
8,0,1,5,W,1352,TRUE
9,0,1,5,W,1353,TRUE
10,0,1,5,W,1354,TRUE
11,0,1,5,W,1355,TRUE
12,0,1,5,W,1356,TRUE
13,0,1,5,W,1357,TRUE
14,0,1,5,W,1358,TRUE
15,0,1,5,W,1359,TRUE
0,1,1,5,W,1360,TRUE
1,1,1,5,W,1361,TRUE
2,1,1,5,W,1362,TRUE
3,1,1,5,W,1363,TRUE
4,1,1,5,W,1364,TRUE
5,1,1,5,W,1365,TRUE
6,1,1,5,W,1366,TRUE
7,1,1,5,W,1367,TRUE
8,1,1,5,W,1368,TRUE
9,1,1,5,W,1369,TRUE
10,1,1,5,W,1370,TRUE
11,1,1,5,W,1371,TRUE
12,1,1,5,W,1372,TRUE
13,1,1,5,W,1373,TRUE
14,1,1,5,W,1374,TRUE
15,1,1,5,W,1375,TRUE
0,2,1,5,W,1376,TRUE
1,2,1,5,W,1377,TRUE
2,2,1,5,W,1378,TRUE
3,2,1,5,W,1379,TRUE
4,2,1,5,W,1380,TRUE
5,2,1,5,W,1381,TRUE
6,2,1,5,W,1382,TRUE
7,2,1,5,W,1383,TRUE
8,2,1,5,W,1384,TRUE
9,2,1,5,W,1385,TRUE
10,2,1,5,W,1386,TRUE
11,2,1,5,W,1387,TRUE
12,2,1,5,W,1388,TRUE
13,2,1,5,W,1389,TRUE
14,2,1,5,W,1390,TRUE
15,2,1,5,W,1391,TRUE
0,3,1,5,W,1392,TRUE
1,3,1,5,W,1393,TRUE
2,3,1,5,W,1394,TRUE
3,3,1,5,W,1395,TRUE
4,3,1,5,W,1396,TRUE
5,3,1,5,W,1397,TRUE
6,3,1,5,W,1398,TRUE
7,3,1,5,W,1399,TRUE
8,3,1,5,W,1400,TRUE
9,3,1,5,W,1401,TRUE
10,3,1,5,W,1402,TRUE
11,3,1,5,W,1403,TRUE
12,3,1,5,W,1404,TRUE
13,3,1,5,W,1405,TRUE
14,3,1,5,W,1406,TRUE
15,3,1,5,W,1407,TRUE
0,0,2,5,W,1408,TRUE
1,0,2,5,W,1409,TRUE
2,0,2,5,W,1410,TRUE
3,0,2,5,W,1411,TRUE
4,0,2,5,W,1412,TRUE
5,0,2,5,W,1413,TRUE
6,0,2,5,W,1414,TRUE
7,0,2,5,W,1415,TRUE
8,0,2,5,W,1416,TRUE
9,0,2,5,W,1417,TRUE
10,0,2,5,W,1418,TRUE
11,0,2,5,W,1419,TRUE
12,0,2,5,W,1420,TRUE
13,0,2,5,W,1421,TRUE
14,0,2,5,W,1422,TRUE
15,0,2,5,W,1423,TRUE
0,1,2,5,W,1424,TRUE
1,1,2,5,W,1425,TRUE
2,1,2,5,W,1426,TRUE
3,1,2,5,W,1427,TRUE
4,1,2,5,W,1428,TRUE
5,1,2,5,W,1429,TRUE
6,1,2,5,W,1430,TRUE
7,1,2,5,W,1431,TRUE
8,1,2,5,W,1432,TRUE
9,1,2,5,W,1433,TRUE
10,1,2,5,W,1434,TRUE
11,1,2,5,W,1435,TRUE
12,1,2,5,W,1436,TRUE
13,1,2,5,W,1437,TRUE
14,1,2,5,W,1438,TRUE
15,1,2,5,W,1439,TRUE
0,2,2,5,W,1440,TRUE
1,2,2,5,W,1441,TRUE
2,2,2,5,W,1442,TRUE
3,2,2,5,W,1443,TRUE
