,label,step,gaussian_node,categorical_node,input,index,metric_value,metric_name,input_raw,used_
155,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog100_MAPE_01,9,2,3,C,489,12.515951,Validation_ManhattanDist-Mean,1,TRUE
156,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog100_MAPE_01,2,3,3,Crooks,754,11.038884,Validation_ManhattanDist-Mean,2,TRUE
157,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog100_MAPE_01,10,1,0,DH5a,794,12.939211,Validation_ManhattanDist-Mean,3,TRUE
158,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog100_MAPE_01,5,2,2,MG1655,1189,6.721148,Validation_ManhattanDist-Mean,4,TRUE
159,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog100_MAPE_01,0,1,1,W,1360,9.711472,Validation_ManhattanDist-Mean,5,TRUE
160,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog100_MAPE_01,2,2,3,W3110,1762,11.355341,Validation_ManhattanDist-Mean,6,TRUE
161,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog100_MAPE_01,5,3,2,BL21,181,86.99939,Validation_PercentDifference-Mean,0,TRUE
162,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog100_MAPE_01,3,1,1,C,339,89.83757,Validation_PercentDifference-Mean,1,TRUE
163,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog100_MAPE_01,5,0,1,Crooks,581,88.35582,Validation_PercentDifference-Mean,2,TRUE
164,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog100_MAPE_01,3,3,1,DH5a,883,89.056046,Validation_PercentDifference-Mean,3,TRUE
165,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog100_MAPE_01,2,3,1,MG1655,1138,75.71318,Validation_PercentDifference-Mean,4,TRUE
166,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog100_MAPE_01,6,0,3,W,1478,91.68617,Validation_PercentDifference-Mean,5,TRUE
167,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog100_MAPE_01,6,1,3,W3110,1750,91.25497,Validation_PercentDifference-Mean,6,TRUE
168,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog10_MAPE_01,5,0,2,BL21,133,3.23532,Training_EuclideanDist-Mean,0,TRUE
169,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog10_MAPE_01,15,3,1,C,383,3.42764,Training_EuclideanDist-Mean,1,TRUE
170,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog10_MAPE_01,15,1,2,Crooks,671,3.010706,Training_EuclideanDist-Mean,2,TRUE
171,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog10_MAPE_01,1,2,1,DH5a,865,3.361352,Training_EuclideanDist-Mean,3,TRUE
172,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog10_MAPE_01,14,2,2,MG1655,1198,2.156202,Training_EuclideanDist-Mean,4,TRUE
173,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog10_MAPE_01,13,2,0,W,1325,2.358817,Training_EuclideanDist-Mean,5,TRUE
174,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog10_MAPE_01,9,2,2,W3110,1705,2.603561,Training_EuclideanDist-Mean,6,TRUE
175,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog10_MAPE_01,5,0,2,BL21,133,23.792107,Training_ManhattanDist-Mean,0,TRUE
176,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog10_MAPE_01,9,0,2,C,393,25.040138,Training_ManhattanDist-Mean,1,TRUE
177,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog10_MAPE_01,15,1,2,Crooks,671,22.014576,Training_ManhattanDist-Mean,2,TRUE
178,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog10_MAPE_01,1,2,1,DH5a,865,24.311792,Training_ManhattanDist-Mean,3,TRUE
179,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog10_MAPE_01,12,0,0,MG1655,1036,14.860455,Training_ManhattanDist-Mean,4,TRUE
180,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog10_MAPE_01,13,2,0,W,1325,17.260973,Training_ManhattanDist-Mean,5,TRUE
181,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog10_MAPE_01,6,3,1,W3110,1654,18.723007,Training_ManhattanDist-Mean,6,TRUE
182,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog10_MAPE_01,6,1,2,BL21,150,87.29912,Training_PercentDifference-Mean,0,TRUE
183,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog10_MAPE_01,8,3,2,C,440,86.90647,Training_PercentDifference-Mean,1,TRUE
184,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog10_MAPE_01,1,3,2,Crooks,689,87.17008,Training_PercentDifference-Mean,2,TRUE
185,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog10_MAPE_01,5,3,0,DH5a,821,87.9037,Training_PercentDifference-Mean,3,TRUE
186,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog10_MAPE_01,3,3,1,MG1655,1139,76.31171,Training_PercentDifference-Mean,4,TRUE
187,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog10_MAPE_01,1,3,0,W,1329,87.55876,Training_PercentDifference-Mean,5,TRUE
188,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog10_MAPE_01,8,1,2,W3110,1688,87.673874,Training_PercentDifference-Mean,6,TRUE
189,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog10_MAPE_01,0,2,0,BL21,32,3.29911,Validation_EuclideanDist-Mean,0,TRUE
190,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog10_MAPE_01,4,0,3,C,452,3.423346,Validation_EuclideanDist-Mean,1,TRUE
191,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog10_MAPE_01,15,1,2,Crooks,671,3.13029,Validation_EuclideanDist-Mean,2,TRUE
192,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog10_MAPE_01,0,2,0,DH5a,800,3.544072,Validation_EuclideanDist-Mean,3,TRUE
193,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog10_MAPE_01,10,0,2,MG1655,1162,2.205882,Validation_EuclideanDist-Mean,4,TRUE
194,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog10_MAPE_01,15,0,0,W,1295,2.759317,Validation_EuclideanDist-Mean,5,TRUE
195,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog10_MAPE_01,8,0,1,W3110,1608,3.199087,Validation_EuclideanDist-Mean,6,TRUE
196,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog10_MAPE_01,12,1,2,BL21,156,23.696968,Validation_ManhattanDist-Mean,0,TRUE
197,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog10_MAPE_01,4,2,3,C,484,24.013395,Validation_ManhattanDist-Mean,1,TRUE
198,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog10_MAPE_01,15,1,2,Crooks,671,21.73993,Validation_ManhattanDist-Mean,2,TRUE
199,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog10_MAPE_01,12,3,1,DH5a,892,25.014885,Validation_ManhattanDist-Mean,3,TRUE
200,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog10_MAPE_01,10,0,2,MG1655,1162,13.108488,Validation_ManhattanDist-Mean,4,TRUE
201,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog10_MAPE_01,15,0,0,W,1295,18.962603,Validation_ManhattanDist-Mean,5,TRUE
202,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog10_MAPE_01,8,0,1,W3110,1608,21.465034,Validation_ManhattanDist-Mean,6,TRUE
203,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog10_MAPE_01,11,1,1,BL21,91,87.71069,Validation_PercentDifference-Mean,0,TRUE
204,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog10_MAPE_01,6,3,0,C,310,88.540115,Validation_PercentDifference-Mean,1,TRUE
205,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog10_MAPE_01,9,0,0,Crooks,521,87.939064,Validation_PercentDifference-Mean,2,TRUE
206,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog10_MAPE_01,4,0,2,DH5a,900,87.63455,Validation_PercentDifference-Mean,3,TRUE
207,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog10_MAPE_01,8,3,2,MG1655,1208,73.3961,Validation_PercentDifference-Mean,4,TRUE
208,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog10_MAPE_01,3,3,0,W,1331,89.313896,Validation_PercentDifference-Mean,5,TRUE
209,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog10_MAPE_01,4,3,0,W3110,1588,88.782585,Validation_PercentDifference-Mean,6,TRUE
210,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_OffProj_MAPE_01,10,0,2,BL21,138,0.224955,Training_EuclideanDist-Mean,0,TRUE
211,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_OffProj_MAPE_01,11,1,1,C,347,0.288998,Training_EuclideanDist-Mean,1,TRUE
212,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_OffProj_MAPE_01,12,0,1,Crooks,588,0.204393,Training_EuclideanDist-Mean,2,TRUE
213,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_OffProj_MAPE_01,10,0,2,DH5a,906,0.252176,Training_EuclideanDist-Mean,3,TRUE
214,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_OffProj_MAPE_01,11,1,1,MG1655,1115,0.27363,Training_EuclideanDist-Mean,4,TRUE
215,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_OffProj_MAPE_01,10,0,2,W,1418,0.225505,Training_EuclideanDist-Mean,5,TRUE
216,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_OffProj_MAPE_01,10,1,2,W3110,1690,0.446959,Training_EuclideanDist-Mean,6,TRUE
217,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_OffProj_MAPE_01,7,1,3,BL21,215,0.809873,Training_ManhattanDist-Mean,0,TRUE
218,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_OffProj_MAPE_01,10,3,3,C,506,0.965908,Training_ManhattanDist-Mean,1,TRUE
219,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_OffProj_MAPE_01,11,3,3,Crooks,763,0.763346,Training_ManhattanDist-Mean,2,TRUE
220,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_OffProj_MAPE_01,10,0,1,DH5a,842,0.83614,Training_ManhattanDist-Mean,3,TRUE
221,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_OffProj_MAPE_01,10,2,2,MG1655,1194,0.822391,Training_ManhattanDist-Mean,4,TRUE
222,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_OffProj_MAPE_01,7,1,3,W,1495,0.738094,Training_ManhattanDist-Mean,5,TRUE
223,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_OffProj_MAPE_01,10,2,2,W3110,1706,1.029684,Training_ManhattanDist-Mean,6,TRUE
224,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_OffProj_MAPE_01,13,3,1,BL21,125,15811.362,Training_PercentDifference-Mean,0,TRUE
225,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_OffProj_MAPE_01,6,2,3,C,486,5819.749,Training_PercentDifference-Mean,1,TRUE
226,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_OffProj_MAPE_01,6,2,3,Crooks,742,9194.199,Training_PercentDifference-Mean,2,TRUE
227,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_OffProj_MAPE_01,6,2,3,DH5a,998,5570.208,Training_PercentDifference-Mean,3,TRUE
228,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_OffProj_MAPE_01,6,2,3,MG1655,1254,14186.055,Training_PercentDifference-Mean,4,TRUE
229,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_OffProj_MAPE_01,6,2,3,W,1510,30996.727,Training_PercentDifference-Mean,5,TRUE
230,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_OffProj_MAPE_01,6,2,3,W3110,1766,27665.87,Training_PercentDifference-Mean,6,TRUE
231,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_OffProj_MAPE_01,10,3,2,BL21,186,0.220817,Validation_EuclideanDist-Mean,0,TRUE
232,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_OffProj_MAPE_01,10,0,2,C,394,0.245292,Validation_EuclideanDist-Mean,1,TRUE
233,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_OffProj_MAPE_01,12,0,1,Crooks,588,0.193417,Validation_EuclideanDist-Mean,2,TRUE
234,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_OffProj_MAPE_01,10,3,2,DH5a,954,0.212434,Validation_EuclideanDist-Mean,3,TRUE
235,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_OffProj_MAPE_01,9,3,2,MG1655,1209,0.199817,Validation_EuclideanDist-Mean,4,TRUE
236,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_OffProj_MAPE_01,9,0,2,W,1417,0.182539,Validation_EuclideanDist-Mean,5,TRUE
237,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_OffProj_MAPE_01,11,3,2,W3110,1723,0.233283,Validation_EuclideanDist-Mean,6,TRUE
238,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_OffProj_MAPE_01,10,2,2,BL21,170,0.945838,Validation_ManhattanDist-Mean,0,TRUE
239,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_OffProj_MAPE_01,12,3,3,C,508,1.053423,Validation_ManhattanDist-Mean,1,TRUE
240,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_OffProj_MAPE_01,10,2,2,Crooks,682,0.830885,Validation_ManhattanDist-Mean,2,TRUE
241,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_OffProj_MAPE_01,11,2,2,DH5a,939,0.943949,Validation_ManhattanDist-Mean,3,TRUE
242,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_OffProj_MAPE_01,10,3,3,MG1655,1274,0.860953,Validation_ManhattanDist-Mean,4,TRUE
243,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_OffProj_MAPE_01,12,3,3,W,1532,0.732909,Validation_ManhattanDist-Mean,5,TRUE
244,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_OffProj_MAPE_01,10,3,3,W3110,1786,0.889659,Validation_ManhattanDist-Mean,6,TRUE
245,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_OffProj_MAPE_01,6,2,3,BL21,230,1807.7708,Validation_PercentDifference-Mean,0,TRUE
246,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_OffProj_MAPE_01,11,2,1,C,363,2224.5898,Validation_PercentDifference-Mean,1,TRUE
247,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_OffProj_MAPE_01,10,3,3,Crooks,762,1341.876,Validation_PercentDifference-Mean,2,TRUE
248,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_OffProj_MAPE_01,6,2,3,DH5a,998,6233.5547,Validation_PercentDifference-Mean,3,TRUE
249,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_OffProj_MAPE_01,11,3,3,MG1655,1275,1137.8553,Validation_PercentDifference-Mean,4,TRUE
250,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_OffProj_MAPE_01,6,2,3,W,1510,3244.0908,Validation_PercentDifference-Mean,5,TRUE
251,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_OffProj_MAPE_01,6,2,3,W3110,1766,2855.1548,Validation_PercentDifference-Mean,6,TRUE
252,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog100_MSE_02,15,1,3,BL21,223,1.633182,Training_EuclideanDist-Mean,0,TRUE
253,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog100_MSE_02,2,1,1,C,338,1.770373,Training_EuclideanDist-Mean,1,TRUE
254,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog100_MSE_02,15,2,3,Crooks,751,1.503182,Training_EuclideanDist-Mean,2,TRUE
255,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog100_MSE_02,15,2,3,DH5a,1007,1.719693,Training_EuclideanDist-Mean,3,TRUE
256,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog100_MSE_02,10,1,2,MG1655,1178,1.069763,Training_EuclideanDist-Mean,4,TRUE
257,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog100_MSE_02,5,1,2,W,1429,1.184471,Training_EuclideanDist-Mean,5,TRUE
258,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog100_MSE_02,12,3,3,W3110,1788,1.299056,Training_EuclideanDist-Mean,6,TRUE
259,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog100_MSE_02,15,1,3,BL21,223,11.691845,Training_ManhattanDist-Mean,0,TRUE
260,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog100_MSE_02,2,1,1,C,338,12.638475,Training_ManhattanDist-Mean,1,TRUE
261,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog100_MSE_02,15,1,3,Crooks,735,10.933843,Training_ManhattanDist-Mean,2,TRUE
262,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog100_MSE_02,15,2,3,DH5a,1007,12.223009,Training_ManhattanDist-Mean,3,TRUE
263,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog100_MSE_02,11,2,0,MG1655,1067,7.474105,Training_ManhattanDist-Mean,4,TRUE
264,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog100_MSE_02,5,1,2,W,1429,8.712593,Training_ManhattanDist-Mean,5,TRUE
265,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog100_MSE_02,13,0,0,W3110,1549,9.360519,Training_ManhattanDist-Mean,6,TRUE
266,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog100_MSE_02,4,3,3,BL21,244,94.10409,Training_PercentDifference-Mean,0,TRUE
267,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog100_MSE_02,4,1,3,C,468,92.12624,Training_PercentDifference-Mean,1,TRUE
268,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog100_MSE_02,10,2,1,Crooks,618,90.52191,Training_PercentDifference-Mean,2,TRUE
269,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog100_MSE_02,13,2,0,DH5a,813,97.14999,Training_PercentDifference-Mean,3,TRUE
270,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog100_MSE_02,7,2,0,MG1655,1063,90.979034,Training_PercentDifference-Mean,4,TRUE
271,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog100_MSE_02,10,2,2,W,1450,93.39397,Training_PercentDifference-Mean,5,TRUE
272,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog100_MSE_02,8,3,3,W3110,1784,92.66824,Training_PercentDifference-Mean,6,TRUE
273,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog100_MSE_02,15,2,3,BL21,239,1.70463,Validation_EuclideanDist-Mean,0,TRUE
274,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog100_MSE_02,13,3,3,C,509,1.829596,Validation_EuclideanDist-Mean,1,TRUE
275,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog100_MSE_02,15,1,3,Crooks,735,1.600022,Validation_EuclideanDist-Mean,2,TRUE
276,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog100_MSE_02,15,2,3,DH5a,1007,1.830588,Validation_EuclideanDist-Mean,3,TRUE
277,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog100_MSE_02,6,0,3,MG1655,1222,1.120783,Validation_EuclideanDist-Mean,4,TRUE
278,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog100_MSE_02,15,0,1,W,1359,1.453401,Validation_EuclideanDist-Mean,5,TRUE
279,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog100_MSE_02,3,1,0,W3110,1555,1.878192,Validation_EuclideanDist-Mean,6,TRUE
280,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog100_MSE_02,15,2,3,BL21,239,11.789325,Validation_ManhattanDist-Mean,0,TRUE
281,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog100_MSE_02,13,3,1,C,381,12.419702,Validation_ManhattanDist-Mean,1,TRUE
282,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog100_MSE_02,15,1,3,Crooks,735,10.946772,Validation_ManhattanDist-Mean,2,TRUE
283,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog100_MSE_02,1,3,0,DH5a,817,12.698696,Validation_ManhattanDist-Mean,3,TRUE
284,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog100_MSE_02,6,0,3,MG1655,1222,6.724808,Validation_ManhattanDist-Mean,4,TRUE
285,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog100_MSE_02,5,0,2,W,1413,9.772756,Validation_ManhattanDist-Mean,5,TRUE
286,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog100_MSE_02,3,1,0,W3110,1555,11.386161,Validation_ManhattanDist-Mean,6,TRUE
287,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog100_MSE_02,4,1,3,BL21,212,92.64844,Validation_PercentDifference-Mean,0,TRUE
288,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog100_MSE_02,8,3,0,C,312,94.84143,Validation_PercentDifference-Mean,1,TRUE
289,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog100_MSE_02,7,3,1,Crooks,631,95.47184,Validation_PercentDifference-Mean,2,TRUE
290,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog100_MSE_02,13,2,0,DH5a,813,94.97763,Validation_PercentDifference-Mean,3,TRUE
291,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog100_MSE_02,5,3,0,MG1655,1077,91.07687,Validation_PercentDifference-Mean,4,TRUE
292,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog100_MSE_02,8,0,3,W,1480,96.86342,Validation_PercentDifference-Mean,5,TRUE
293,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog100_MSE_02,4,0,1,W3110,1604,101.3831,Validation_PercentDifference-Mean,6,TRUE
294,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog10_MSE_02,0,1,0,BL21,16,2.817797,Training_EuclideanDist-Mean,0,TRUE
295,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog10_MSE_02,0,1,0,C,272,3.146447,Training_EuclideanDist-Mean,1,TRUE
296,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog10_MSE_02,0,1,3,Crooks,720,2.705523,Training_EuclideanDist-Mean,2,TRUE
297,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog10_MSE_02,0,1,0,DH5a,784,3.061499,Training_EuclideanDist-Mean,3,TRUE
298,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog10_MSE_02,4,2,1,MG1655,1124,2.162362,Training_EuclideanDist-Mean,4,TRUE
299,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog10_MSE_02,10,0,1,W,1354,2.354517,Training_EuclideanDist-Mean,5,TRUE
300,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog10_MSE_02,14,1,0,W3110,1566,2.560379,Training_EuclideanDist-Mean,6,TRUE
301,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog10_MSE_02,0,1,0,BL21,16,20.905293,Training_ManhattanDist-Mean,0,TRUE
302,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog10_MSE_02,0,1,0,C,272,23.208126,Training_ManhattanDist-Mean,1,TRUE
303,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog10_MSE_02,0,1,0,Crooks,528,19.980635,Training_ManhattanDist-Mean,2,TRUE
304,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog10_MSE_02,0,1,0,DH5a,784,22.485035,Training_ManhattanDist-Mean,3,TRUE
305,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog10_MSE_02,11,3,2,MG1655,1211,15.023181,Training_ManhattanDist-Mean,4,TRUE
306,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog10_MSE_02,9,3,3,W,1529,17.203518,Training_ManhattanDist-Mean,5,TRUE
307,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog10_MSE_02,4,3,1,W3110,1652,18.488247,Training_ManhattanDist-Mean,6,TRUE
308,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog10_MSE_02,10,3,2,BL21,186,88.327515,Training_PercentDifference-Mean,0,TRUE
309,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog10_MSE_02,11,3,3,C,507,88.49597,Training_PercentDifference-Mean,1,TRUE
310,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog10_MSE_02,10,3,2,Crooks,698,87.84337,Training_PercentDifference-Mean,2,TRUE
311,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog10_MSE_02,10,1,2,DH5a,922,89.265495,Training_PercentDifference-Mean,3,TRUE
