,label,step,gaussian_node,categorical_node,input,index,metric_value,metric_name,input_raw,used_
312,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog10_MSE_02,10,3,2,MG1655,1210,78.25427,Training_PercentDifference-Mean,4,TRUE
313,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog10_MSE_02,10,1,2,W,1434,87.88826,Training_PercentDifference-Mean,5,TRUE
314,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog10_MSE_02,12,1,0,W3110,1564,88.65477,Training_PercentDifference-Mean,6,TRUE
315,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog10_MSE_02,0,1,3,BL21,208,3.188727,Validation_EuclideanDist-Mean,0,TRUE
316,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog10_MSE_02,0,1,2,C,400,3.306548,Validation_EuclideanDist-Mean,1,TRUE
317,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog10_MSE_02,0,1,3,Crooks,720,3.034588,Validation_EuclideanDist-Mean,2,TRUE
318,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog10_MSE_02,0,1,1,DH5a,848,3.470703,Validation_EuclideanDist-Mean,3,TRUE
319,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog10_MSE_02,9,1,0,MG1655,1049,2.228691,Validation_EuclideanDist-Mean,4,TRUE
320,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog10_MSE_02,12,1,3,W,1500,2.734863,Validation_EuclideanDist-Mean,5,TRUE
321,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog10_MSE_02,3,2,1,W3110,1635,3.21257,Validation_EuclideanDist-Mean,6,TRUE
322,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog10_MSE_02,1,1,3,BL21,209,22.494076,Validation_ManhattanDist-Mean,0,TRUE
323,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog10_MSE_02,0,1,2,C,400,23.192867,Validation_ManhattanDist-Mean,1,TRUE
324,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog10_MSE_02,3,1,3,Crooks,723,21.371864,Validation_ManhattanDist-Mean,2,TRUE
325,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog10_MSE_02,0,1,3,DH5a,976,24.281658,Validation_ManhattanDist-Mean,3,TRUE
326,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog10_MSE_02,11,3,3,MG1655,1275,13.397575,Validation_ManhattanDist-Mean,4,TRUE
327,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog10_MSE_02,12,1,3,W,1500,18.929924,Validation_ManhattanDist-Mean,5,TRUE
328,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog10_MSE_02,9,3,0,W3110,1593,21.545406,Validation_ManhattanDist-Mean,6,TRUE
329,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog10_MSE_02,11,3,3,BL21,251,87.94481,Validation_PercentDifference-Mean,0,TRUE
330,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog10_MSE_02,12,1,2,C,412,89.59003,Validation_PercentDifference-Mean,1,TRUE
331,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog10_MSE_02,10,1,2,Crooks,666,89.90545,Validation_PercentDifference-Mean,2,TRUE
332,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog10_MSE_02,11,1,2,DH5a,923,90.34751,Validation_PercentDifference-Mean,3,TRUE
333,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog10_MSE_02,11,1,0,MG1655,1051,80.71284,Validation_PercentDifference-Mean,4,TRUE
334,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog10_MSE_02,10,1,2,W,1434,89.28918,Validation_PercentDifference-Mean,5,TRUE
335,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog10_MSE_02,11,3,1,W3110,1659,90.64663,Validation_PercentDifference-Mean,6,TRUE
336,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_OffProj_MSE_02,1,1,1,BL21,81,0.24442,Training_EuclideanDist-Mean,0,TRUE
337,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_OffProj_MSE_02,8,1,0,C,280,0.31222,Training_EuclideanDist-Mean,1,TRUE
338,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_OffProj_MSE_02,2,1,3,Crooks,722,0.225198,Training_EuclideanDist-Mean,2,TRUE
339,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_OffProj_MSE_02,1,1,3,DH5a,977,0.276812,Training_EuclideanDist-Mean,3,TRUE
340,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_OffProj_MSE_02,3,2,1,MG1655,1123,0.285249,Training_EuclideanDist-Mean,4,TRUE
341,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_OffProj_MSE_02,1,1,1,W,1361,0.239977,Training_EuclideanDist-Mean,5,TRUE
342,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_OffProj_MSE_02,7,0,0,W3110,1543,0.464144,Training_EuclideanDist-Mean,6,TRUE
343,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_OffProj_MSE_02,11,3,3,BL21,251,0.866481,Training_ManhattanDist-Mean,0,TRUE
344,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_OffProj_MSE_02,11,3,3,C,507,0.987535,Training_ManhattanDist-Mean,1,TRUE
345,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_OffProj_MSE_02,12,3,3,Crooks,764,0.810552,Training_ManhattanDist-Mean,2,TRUE
346,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_OffProj_MSE_02,11,3,3,DH5a,1019,0.883906,Training_ManhattanDist-Mean,3,TRUE
347,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_OffProj_MSE_02,11,3,3,MG1655,1275,0.870906,Training_ManhattanDist-Mean,4,TRUE
348,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_OffProj_MSE_02,11,3,3,W,1531,0.794464,Training_ManhattanDist-Mean,5,TRUE
349,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_OffProj_MSE_02,13,3,3,W3110,1789,1.096079,Training_ManhattanDist-Mean,6,TRUE
350,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_OffProj_MSE_02,0,1,0,BL21,16,8738.133,Training_PercentDifference-Mean,0,TRUE
351,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_OffProj_MSE_02,0,1,2,C,400,4035.3816,Training_PercentDifference-Mean,1,TRUE
352,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_OffProj_MSE_02,0,1,2,Crooks,656,6762.8,Training_PercentDifference-Mean,2,TRUE
353,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_OffProj_MSE_02,0,1,2,DH5a,912,5231.423,Training_PercentDifference-Mean,3,TRUE
354,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_OffProj_MSE_02,0,1,2,MG1655,1168,8870.282,Training_PercentDifference-Mean,4,TRUE
355,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_OffProj_MSE_02,0,1,2,W,1424,15770.189,Training_PercentDifference-Mean,5,TRUE
356,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_OffProj_MSE_02,0,1,2,W3110,1680,12149.206,Training_PercentDifference-Mean,6,TRUE
357,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_OffProj_MSE_02,2,1,3,BL21,210,0.236559,Validation_EuclideanDist-Mean,0,TRUE
358,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_OffProj_MSE_02,1,1,1,C,337,0.248577,Validation_EuclideanDist-Mean,1,TRUE
359,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_OffProj_MSE_02,12,3,1,Crooks,636,0.206913,Validation_EuclideanDist-Mean,2,TRUE
360,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_OffProj_MSE_02,2,1,3,DH5a,978,0.227965,Validation_EuclideanDist-Mean,3,TRUE
361,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_OffProj_MSE_02,1,1,1,MG1655,1105,0.217401,Validation_EuclideanDist-Mean,4,TRUE
362,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_OffProj_MSE_02,2,1,0,W,1298,0.195156,Validation_EuclideanDist-Mean,5,TRUE
363,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_OffProj_MSE_02,1,1,1,W3110,1617,0.253951,Validation_EuclideanDist-Mean,6,TRUE
364,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_OffProj_MSE_02,10,3,0,BL21,58,0.96932,Validation_ManhattanDist-Mean,0,TRUE
365,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_OffProj_MSE_02,11,3,3,C,507,1.067374,Validation_ManhattanDist-Mean,1,TRUE
366,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_OffProj_MSE_02,11,3,3,Crooks,763,0.851504,Validation_ManhattanDist-Mean,2,TRUE
367,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_OffProj_MSE_02,11,3,3,DH5a,1019,0.963983,Validation_ManhattanDist-Mean,3,TRUE
368,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_OffProj_MSE_02,12,3,3,MG1655,1276,0.886312,Validation_ManhattanDist-Mean,4,TRUE
369,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_OffProj_MSE_02,12,3,3,W,1532,0.756574,Validation_ManhattanDist-Mean,5,TRUE
370,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_OffProj_MSE_02,11,3,3,W3110,1787,0.913485,Validation_ManhattanDist-Mean,6,TRUE
371,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_OffProj_MSE_02,1,1,2,BL21,145,1802.5879,Validation_PercentDifference-Mean,0,TRUE
372,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_OffProj_MSE_02,3,2,3,C,483,3334.1382,Validation_PercentDifference-Mean,1,TRUE
373,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_OffProj_MSE_02,14,3,3,Crooks,766,1301.9697,Validation_PercentDifference-Mean,2,TRUE
374,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_OffProj_MSE_02,15,3,3,DH5a,1023,6528.785,Validation_PercentDifference-Mean,3,TRUE
375,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_OffProj_MSE_02,15,3,3,MG1655,1279,1149.783,Validation_PercentDifference-Mean,4,TRUE
376,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_OffProj_MSE_02,15,3,3,W,1535,3680.4883,Validation_PercentDifference-Mean,5,TRUE
377,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_OffProj_MSE_02,1,1,2,W3110,1681,3233.6538,Validation_PercentDifference-Mean,6,TRUE
378,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog100_MAPE_02,14,3,1,BL21,126,1.663686,Training_EuclideanDist-Mean,0,TRUE
379,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog100_MAPE_02,0,1,1,C,336,1.811183,Training_EuclideanDist-Mean,1,TRUE
380,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog100_MAPE_02,10,2,2,Crooks,682,1.545144,Training_EuclideanDist-Mean,2,TRUE
381,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog100_MAPE_02,1,2,3,DH5a,993,1.724946,Training_EuclideanDist-Mean,3,TRUE
382,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog100_MAPE_02,7,3,3,MG1655,1271,1.074971,Training_EuclideanDist-Mean,4,TRUE
383,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog100_MAPE_02,8,3,1,W,1400,1.181878,Training_EuclideanDist-Mean,5,TRUE
384,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog100_MAPE_02,11,3,2,W3110,1723,1.309379,Training_EuclideanDist-Mean,6,TRUE
385,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog100_MAPE_02,11,0,3,BL21,203,12.000288,Training_ManhattanDist-Mean,0,TRUE
386,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog100_MAPE_02,0,1,1,C,336,12.776709,Training_ManhattanDist-Mean,1,TRUE
387,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog100_MAPE_02,3,0,1,Crooks,579,11.079052,Training_ManhattanDist-Mean,2,TRUE
388,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog100_MAPE_02,4,2,2,DH5a,932,12.294382,Training_ManhattanDist-Mean,3,TRUE
389,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog100_MAPE_02,7,3,3,MG1655,1271,7.441786,Training_ManhattanDist-Mean,4,TRUE
390,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog100_MAPE_02,9,1,2,W,1433,8.656873,Training_ManhattanDist-Mean,5,TRUE
391,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog100_MAPE_02,10,2,0,W3110,1578,9.312262,Training_ManhattanDist-Mean,6,TRUE
392,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog100_MAPE_02,14,2,1,BL21,110,90.09038,Training_PercentDifference-Mean,0,TRUE
393,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog100_MAPE_02,12,1,3,C,476,88.50702,Training_PercentDifference-Mean,1,TRUE
394,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog100_MAPE_02,10,1,3,Crooks,730,87.95174,Training_PercentDifference-Mean,2,TRUE
395,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog100_MAPE_02,13,1,2,DH5a,925,88.68372,Training_PercentDifference-Mean,3,TRUE
396,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog100_MAPE_02,11,0,2,MG1655,1163,80.02769,Training_PercentDifference-Mean,4,TRUE
397,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog100_MAPE_02,11,1,2,W,1435,89.686676,Training_PercentDifference-Mean,5,TRUE
398,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog100_MAPE_02,7,2,3,W3110,1767,89.2846,Training_PercentDifference-Mean,6,TRUE
399,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog100_MAPE_02,4,3,3,BL21,244,1.730082,Validation_EuclideanDist-Mean,0,TRUE
400,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog100_MAPE_02,8,1,1,C,344,1.855997,Validation_EuclideanDist-Mean,1,TRUE
401,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog100_MAPE_02,3,2,2,Crooks,675,1.603913,Validation_EuclideanDist-Mean,2,TRUE
402,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog100_MAPE_02,0,1,0,DH5a,784,1.901273,Validation_EuclideanDist-Mean,3,TRUE
403,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog100_MAPE_02,7,1,2,MG1655,1175,1.116591,Validation_EuclideanDist-Mean,4,TRUE
404,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog100_MAPE_02,15,2,0,W,1327,1.442474,Validation_EuclideanDist-Mean,5,TRUE
405,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog100_MAPE_02,7,1,1,W3110,1623,1.874004,Validation_EuclideanDist-Mean,6,TRUE
406,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog100_MAPE_02,14,1,3,BL21,222,12.019684,Validation_ManhattanDist-Mean,0,TRUE
407,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog100_MAPE_02,8,1,1,C,344,12.42377,Validation_ManhattanDist-Mean,1,TRUE
408,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog100_MAPE_02,3,2,2,Crooks,675,10.994558,Validation_ManhattanDist-Mean,2,TRUE
409,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog100_MAPE_02,0,1,0,DH5a,784,12.960382,Validation_ManhattanDist-Mean,3,TRUE
410,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog100_MAPE_02,7,1,2,MG1655,1175,6.608407,Validation_ManhattanDist-Mean,4,TRUE
411,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog100_MAPE_02,15,2,0,W,1327,9.726278,Validation_ManhattanDist-Mean,5,TRUE
412,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog100_MAPE_02,7,1,1,W3110,1623,11.375586,Validation_ManhattanDist-Mean,6,TRUE
413,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog100_MAPE_02,11,0,1,BL21,75,89.01389,Validation_PercentDifference-Mean,0,TRUE
414,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog100_MAPE_02,5,2,2,C,421,90.5128,Validation_PercentDifference-Mean,1,TRUE
415,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog100_MAPE_02,12,0,3,Crooks,716,91.50749,Validation_PercentDifference-Mean,2,TRUE
416,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog100_MAPE_02,5,2,3,DH5a,997,89.01346,Validation_PercentDifference-Mean,3,TRUE
417,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog100_MAPE_02,7,3,1,MG1655,1143,75.21146,Validation_PercentDifference-Mean,4,TRUE
418,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog100_MAPE_02,6,2,3,W,1510,90.383606,Validation_PercentDifference-Mean,5,TRUE
419,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog100_MAPE_02,10,1,1,W3110,1626,91.34165,Validation_PercentDifference-Mean,6,TRUE
420,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog10_MAPE_02,1,3,1,BL21,113,3.201226,Training_EuclideanDist-Mean,0,TRUE
421,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog10_MAPE_02,15,0,1,C,335,3.438133,Training_EuclideanDist-Mean,1,TRUE
422,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog10_MAPE_02,1,3,1,Crooks,625,2.975908,Training_EuclideanDist-Mean,2,TRUE
423,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog10_MAPE_02,15,0,2,DH5a,911,3.362884,Training_EuclideanDist-Mean,3,TRUE
424,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog10_MAPE_02,4,3,1,MG1655,1140,2.119588,Training_EuclideanDist-Mean,4,TRUE
425,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog10_MAPE_02,6,3,1,W,1398,2.330639,Training_EuclideanDist-Mean,5,TRUE
426,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog10_MAPE_02,6,1,3,W3110,1750,2.595642,Training_EuclideanDist-Mean,6,TRUE
427,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog10_MAPE_02,12,3,0,BL21,60,23.570118,Training_ManhattanDist-Mean,0,TRUE
428,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog10_MAPE_02,2,1,2,C,402,25.099167,Training_ManhattanDist-Mean,1,TRUE
429,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog10_MAPE_02,1,3,2,Crooks,689,21.702751,Training_ManhattanDist-Mean,2,TRUE
430,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog10_MAPE_02,2,3,2,DH5a,946,24.399544,Training_ManhattanDist-Mean,3,TRUE
431,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog10_MAPE_02,4,3,1,MG1655,1140,14.654575,Training_ManhattanDist-Mean,4,TRUE
432,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog10_MAPE_02,6,3,1,W,1398,17.25579,Training_ManhattanDist-Mean,5,TRUE
433,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog10_MAPE_02,12,2,2,W3110,1708,18.653214,Training_ManhattanDist-Mean,6,TRUE
434,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog10_MAPE_02,11,1,3,BL21,219,86.87516,Training_PercentDifference-Mean,0,TRUE
435,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog10_MAPE_02,12,2,3,C,492,86.92435,Training_PercentDifference-Mean,1,TRUE
436,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog10_MAPE_02,2,2,1,Crooks,610,86.836075,Training_PercentDifference-Mean,2,TRUE
437,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog10_MAPE_02,13,0,3,DH5a,973,86.81406,Training_PercentDifference-Mean,3,TRUE
438,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog10_MAPE_02,10,2,0,MG1655,1066,72.9125,Training_PercentDifference-Mean,4,TRUE
439,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog10_MAPE_02,8,2,1,W,1384,87.054756,Training_PercentDifference-Mean,5,TRUE
440,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog10_MAPE_02,14,1,3,W3110,1758,86.72058,Training_PercentDifference-Mean,6,TRUE
441,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog10_MAPE_02,9,1,0,BL21,25,3.33621,Validation_EuclideanDist-Mean,0,TRUE
442,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog10_MAPE_02,13,3,0,C,317,3.439648,Validation_EuclideanDist-Mean,1,TRUE
443,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog10_MAPE_02,4,2,3,Crooks,740,3.12464,Validation_EuclideanDist-Mean,2,TRUE
444,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog10_MAPE_02,4,3,3,DH5a,1012,3.511127,Validation_EuclideanDist-Mean,3,TRUE
445,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog10_MAPE_02,3,1,0,MG1655,1043,2.224948,Validation_EuclideanDist-Mean,4,TRUE
446,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog10_MAPE_02,12,2,3,W,1516,2.775013,Validation_EuclideanDist-Mean,5,TRUE
447,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog10_MAPE_02,14,0,2,W3110,1678,3.204492,Validation_EuclideanDist-Mean,6,TRUE
448,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog10_MAPE_02,9,1,0,BL21,25,23.532932,Validation_ManhattanDist-Mean,0,TRUE
449,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog10_MAPE_02,2,2,2,C,418,24.143623,Validation_ManhattanDist-Mean,1,TRUE
450,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog10_MAPE_02,4,2,3,Crooks,740,21.75845,Validation_ManhattanDist-Mean,2,TRUE
451,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog10_MAPE_02,4,3,3,DH5a,1012,24.742714,Validation_ManhattanDist-Mean,3,TRUE
452,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog10_MAPE_02,3,1,0,MG1655,1043,13.225328,Validation_ManhattanDist-Mean,4,TRUE
453,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog10_MAPE_02,10,2,2,W,1450,19.198002,Validation_ManhattanDist-Mean,5,TRUE
454,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog10_MAPE_02,13,0,3,W3110,1741,21.470165,Validation_ManhattanDist-Mean,6,TRUE
455,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog10_MAPE_02,3,1,1,BL21,83,86.70372,Validation_PercentDifference-Mean,0,TRUE
456,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog10_MAPE_02,8,3,3,C,504,87.095505,Validation_PercentDifference-Mean,1,TRUE
457,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog10_MAPE_02,8,3,3,Crooks,760,87.07387,Validation_PercentDifference-Mean,2,TRUE
458,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog10_MAPE_02,11,2,3,DH5a,1003,86.892624,Validation_PercentDifference-Mean,3,TRUE
459,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog10_MAPE_02,13,3,2,MG1655,1213,69.74315,Validation_PercentDifference-Mean,4,TRUE
460,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog10_MAPE_02,12,3,2,W,1468,87.46448,Validation_PercentDifference-Mean,5,TRUE
461,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_FCLog10_MAPE_02,11,1,3,W3110,1755,87.68835,Validation_PercentDifference-Mean,6,TRUE
462,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_OffProj_MAPE_02,8,2,2,BL21,168,0.221088,Training_EuclideanDist-Mean,0,TRUE
463,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_OffProj_MAPE_02,4,2,3,C,484,0.289162,Training_EuclideanDist-Mean,1,TRUE
464,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_OffProj_MAPE_02,7,3,2,Crooks,695,0.204253,Training_EuclideanDist-Mean,2,TRUE
465,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_OffProj_MAPE_02,6,0,2,DH5a,902,0.245887,Training_EuclideanDist-Mean,3,TRUE
466,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_OffProj_MAPE_02,6,0,2,MG1655,1158,0.262319,Training_EuclideanDist-Mean,4,TRUE
467,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_OffProj_MAPE_02,8,2,2,W,1448,0.219657,Training_EuclideanDist-Mean,5,TRUE
468,IndustrialStrains0103_FC-16-4C4D-16_Unsupervised_Sampled_OffProj_MAPE_02,9,0,3,W3110,1737,0.421253,Training_EuclideanDist-Mean,6,TRUE
